pool-size,total-samples,return-average,AverageForwardProgress,MeanDistfromGoal,episode-length-min,epoch,qf1-std,mean-sq-bellman-error2,mean-qf-diff,qf1-avg,time-train,return-std,episodes,vf-std,last-path-return,MaxForwardProgress,qf2-std,time-eval,vf-avg,StdForwardProgress,episode-length-std,mean-sq-bellman-error1,qf2-avg,MinForwardProgress,time-sample,max-path-return,episode-length-avg,return-min,episode-length-max,time-total,return-max
1000000,2771000,-4396.34650307,-0.136933259241,8.47156202575,1000,2770,909.816,522.467,10.4863,-1430.49,25.93159196455963,0.0,2808,898.191,-1256.60087256,-0.136933259241,909.816,17.009321057936177,-1432.86,0.0,0.0,671.828,-1430.49,-0.136933259241,7.090430275537074,-161.767871771,1000.0,-4396.34650307,1000,127685.28418037551,-4396.34650307
1000000,2772000,-4421.06723906,-0.13401620488,8.46634109544,1000,2771,753.207,333.413,10.8849,-1527.12,20.347108338493854,0.0,2809,760.616,-3495.05872632,-0.13401620488,753.207,17.635992068098858,-1515.59,0.0,0.0,268.677,-1527.12,-0.13401620488,4.9826987844426185,-161.767871771,1000.0,-4421.06723906,1000,127727.45923515805,-4421.06723906
1000000,2773000,-1991.9033774,-0.327243920306,1.04753462927,1000,2772,518.521,520.885,9.50725,-1511.31,25.060447647236288,0.0,2810,524.977,-4576.15046523,-0.327243920306,518.521,16.87514260201715,-1504.65,0.0,0.0,546.803,-1511.31,-0.327243920306,7.001251521753147,-161.767871771,1000.0,-1991.9033774,1000,127776.31389196985,-1991.9033774
1000000,2774000,-3034.11516032,-0.145310643559,4.45906498378,1000,2773,626.807,677.306,11.929,-1526.79,24.08298601792194,0.0,2811,625.789,-4447.18443192,-0.145310643559,626.807,16.81902313278988,-1527.96,0.0,0.0,613.173,-1526.79,-0.145310643559,6.478582050185651,-161.767871771,1000.0,-3034.11516032,1000,127824.67411466199,-3034.11516032
1000000,2775000,-2272.72378622,0.0548495003053,1.69146969471,1000,2774,818.47,310.598,12.9386,-1460.39,25.967416974483058,0.0,2812,809.037,-3569.79452518,0.0548495003053,818.47,17.822517510969192,-1468.02,0.0,0.0,246.144,-1460.39,0.0548495003053,7.420258397702128,-161.767871771,1000.0,-2272.72378622,1000,127874.85937647545,-2272.72378622
1000000,2776000,-2990.57558898,-0.1526289602,4.40516377612,1000,2775,555.676,151.318,10.2464,-1494.65,22.62125278590247,0.0,2813,551.612,-2668.45595461,-0.1526289602,555.676,16.821552329929546,-1501.2,0.0,0.0,141.289,-1494.65,-0.1526289602,5.907172457082197,-161.767871771,1000.0,-2990.57558898,1000,127920.18175688758,-2990.57558898
1000000,2777000,-2943.03546002,-0.115133964886,4.46905129076,1000,2776,781.536,219.56,9.65293,-1472.52,25.164154020138085,0.0,2814,787.285,-2943.16363521,-0.115133964886,781.536,16.831388751976192,-1476.81,0.0,0.0,271.213,-1472.52,-0.115133964886,6.828403207240626,-161.767871771,1000.0,-2943.03546002,1000,127969.03582793009,-2943.03546002
1000000,2778000,-2919.88110308,-0.14744008147,4.45032390434,1000,2777,645.22,492.875,11.3099,-1523.43,24.113190688192844,0.0,2815,646.946,-4279.36209288,-0.14744008147,645.22,16.88239230401814,-1518.56,0.0,0.0,290.957,-1523.43,-0.14744008147,6.184241438517347,-161.767871771,1000.0,-2919.88110308,1000,128016.04049362917,-2919.88110308
1000000,2779000,-3045.12319521,0.00274898492334,5.54699831585,1000,2778,721.415,334.804,10.9844,-1545.12,25.284641479840502,0.0,2816,719.921,-1074.39464876,0.00274898492334,721.415,16.731737283058465,-1551.51,0.0,0.0,282.663,-1545.12,0.00274898492334,6.90440546348691,-161.767871771,1000.0,-3045.12319521,1000,128065.0111517366,-3045.12319521
1000000,2780000,-1008.88935898,-0.120200461112,0.998484346568,963,2779,520.745,374.211,8.84986,-1524.48,26.110263146925718,0.0,2817,519.895,-2921.53700154,-0.120200461112,520.745,16.802964026108384,-1540.46,0.0,0.0,376.151,-1524.48,-0.120200461112,7.294393643038347,-161.767871771,963.0,-1008.88935898,963,128114.5216488489,-1008.88935898
1000000,2781000,-1970.76214318,-0.050418431726,1.56548151769,1000,2780,588.1,133.037,10.8581,-1461.02,26.4011325344909,0.0,2818,583.249,-645.601220502,-0.050418431726,588.1,16.13689102209173,-1459.03,0.0,0.0,174.967,-1461.02,-0.050418431726,7.645237240474671,-161.767871771,1000.0,-1970.76214318,1000,128165.34792788094,-1970.76214318
1000000,2782000,-3012.3172188,-0.109853935776,4.46049438876,1000,2781,646.822,407.078,11.1571,-1563.84,25.624965702649206,0.0,2819,644.409,-2739.39299278,-0.109853935776,646.822,16.817978736944497,-1568.7,0.0,0.0,298.605,-1563.84,-0.109853935776,7.248399339616299,-161.767871771,1000.0,-3012.3172188,1000,128215.19229100156,-3012.3172188
1000000,2783000,-2640.63516521,-0.121886695277,2.29389336405,1000,2782,719.714,481.191,12.177,-1507.5,23.72402949631214,0.0,2820,728.353,-3696.27677524,-0.121886695277,719.714,16.995989409042522,-1500.06,0.0,0.0,589.326,-1507.5,-0.121886695277,6.356618529651314,-161.767871771,1000.0,-2640.63516521,1000,128262.08368265699,-2640.63516521
1000000,2784000,-4418.17608023,-0.10178347254,8.51006262396,1000,2783,588.035,342.108,9.97678,-1501.05,24.48323822254315,0.0,2821,583.78,-4522.4316734,-0.10178347254,588.035,16.832799535011873,-1499.74,0.0,0.0,589.063,-1501.05,-0.10178347254,6.626140997977927,-161.767871771,1000.0,-4418.17608023,1000,128309.94487346476,-4418.17608023
1000000,2785000,-3003.00601466,-0.157024874778,4.43356489376,1000,2784,903.859,795.23,10.7814,-1505.67,25.253371599363163,0.0,2822,911.05,-4657.8528732,-0.157024874778,903.859,16.770828027045354,-1510.72,0.0,0.0,882.487,-1505.67,-0.157024874778,6.842286997940391,-161.767871771,1000.0,-3003.00601466,1000,128359.19669214613,-3003.00601466
1000000,2786000,-3247.16953433,-0.151662267616,4.44518705049,1000,2785,610.521,434.714,11.1863,-1485.5,25.18980533652939,0.0,2823,613.571,-974.185294523,-0.151662267616,610.521,17.177887914935127,-1489.93,0.0,0.0,375.508,-1485.5,-0.151662267616,6.830732913454995,-161.767871771,1000.0,-3247.16953433,1000,128408.07376918988,-3247.16953433
1000000,2787000,-4427.11613511,-0.131634421311,8.43796515387,1000,2786,583.506,358.212,11.604,-1516.01,25.595763528253883,0.0,2824,580.427,-2482.84621216,-0.131634421311,583.506,16.873832664918154,-1513.28,0.0,0.0,275.85,-1516.01,-0.131634421311,6.944982808781788,-161.767871771,1000.0,-4427.11613511,1000,128457.7146715587,-4427.11613511
1000000,2788000,-703.694697892,-0.0597040970129,0.998118345534,849,2787,758.911,716.419,11.5242,-1460.35,26.057709937449545,0.0,2825,749.768,-1413.72911425,-0.0597040970129,758.911,17.13007989595644,-1468.16,0.0,0.0,892.208,-1460.35,-0.0597040970129,7.186319948872551,-161.767871771,849.0,-703.694697892,849,128505.15698746475,-703.694697892
1000000,2789000,-4587.75554656,-0.00813273645634,9.17157760206,1000,2788,699.273,234.849,10.1341,-1549.83,24.85605318285525,0.0,2826,697.195,-4924.22528458,-0.00813273645634,699.273,14.214238611981273,-1552.99,0.0,0.0,219.056,-1549.83,-0.00813273645634,6.6511936543975025,-161.767871771,1000.0,-4587.75554656,1000,128553.37778061954,-4587.75554656
1000000,2790000,-4429.20297841,-0.139697727831,8.55717415812,1000,2789,627.158,626.007,11.59,-1506.78,25.425662987399846,0.0,2827,626.732,-1175.94421952,-0.139697727831,627.158,16.741816892055795,-1509.1,0.0,0.0,724.821,-1506.78,-0.139697727831,6.8305945307947695,-161.767871771,1000.0,-4429.20297841,1000,128602.33247183869,-4429.20297841
1000000,2791000,-525.49810269,-0.25083348608,0.987452584104,802,2790,623.319,353.519,9.45356,-1499.28,23.73440327332355,0.0,2828,616.827,-988.750599853,-0.25083348608,623.319,16.728440006030723,-1505.12,0.0,0.0,306.781,-1499.28,-0.25083348608,6.251249436289072,-161.767871771,802.0,-525.49810269,802,128645.7387051764,-525.49810269
1000000,2792000,-2461.55242924,0.074619884188,1.73410829364,1000,2791,872.153,656.354,10.1152,-1396.78,24.285949389450252,0.0,2829,879.03,-3173.62487052,0.074619884188,872.153,13.440458883997053,-1404.43,0.0,0.0,775.915,-1396.78,0.074619884188,6.456532639218494,-161.767871771,1000.0,-2461.55242924,1000,128693.17754611094,-2461.55242924
1000000,2793000,-3500.81901284,-0.167912251261,7.56519065921,1000,2792,653.993,403.286,11.0856,-1476.74,22.57776643941179,0.0,2830,661.466,-756.187283583,-0.167912251261,653.993,16.711327174212784,-1475.58,0.0,0.0,359.585,-1476.74,-0.167912251261,5.716916274512187,-161.767871771,1000.0,-3500.81901284,1000,128738.2221566781,-3500.81901284
1000000,2794000,-4423.7057539,-0.131385230194,8.45112019081,1000,2793,606.075,1422.82,9.43371,-1537.97,24.170764020178467,0.0,2831,607.094,-4422.33953738,-0.131385230194,606.075,16.797836415003985,-1538.28,0.0,0.0,1544.92,-1537.97,-0.131385230194,6.183233306044713,-161.767871771,1000.0,-4423.7057539,1000,128785.30456359801,-4423.7057539
1000000,2795000,-2165.84229665,0.042822967866,2.05282993259,1000,2794,849.41,303.32,12.5067,-1426.76,22.71586485300213,0.0,2832,835.554,-2942.80526331,0.042822967866,849.41,16.740206786897033,-1436.31,0.0,0.0,394.652,-1426.76,0.042822967866,5.827135137282312,-161.767871771,1000.0,-2165.84229665,1000,128830.60994708352,-2165.84229665
1000000,2796000,-2238.02401997,-0.0801355996576,1.07666426202,1000,2795,742.816,302.91,10.2224,-1487.56,23.289948787773028,0.0,2833,739.017,-2944.69841278,-0.0801355996576,742.816,16.78569268505089,-1492.59,0.0,0.0,244.213,-1487.56,-0.0801355996576,6.213996959384531,-161.767871771,1000.0,-2238.02401997,1000,128876.8298333683,-2238.02401997
1000000,2797000,-3797.51789891,0.0248431646028,5.5066111057,1000,2796,766.981,238.787,10.7812,-1497.29,21.096778363455087,0.0,2834,773.515,-2948.31649797,0.0248431646028,766.981,16.727902884129435,-1494.16,0.0,0.0,255.594,-1497.29,0.0248431646028,5.283867135178298,-161.767871771,1000.0,-3797.51789891,1000,128919.94770818995,-3797.51789891
1000000,2798000,-3885.99662462,0.229447327446,5.33034162557,1000,2797,802.105,1999.4,12.671,-1436.94,23.585300728911534,0.0,2835,800.349,-2861.56218627,0.229447327446,802.105,16.76342496694997,-1424.2,0.0,0.0,1626.29,-1436.94,0.229447327446,6.514364974806085,-161.767871771,1000.0,-3885.99662462,1000,128966.7765205584,-3885.99662462
1000000,2799000,-4448.14639696,-0.108294771584,8.54050039062,1000,2798,613.68,396.445,11.0959,-1559.07,21.838582252850756,0.0,2836,612.895,-4426.34476178,-0.108294771584,613.68,16.744443075964227,-1563.21,0.0,0.0,343.009,-1559.07,-0.108294771584,5.347451401408762,-161.767871771,1000.0,-4448.14639696,1000,129010.66123611736,-4448.14639696
1000000,2800000,-3027.40744637,-0.297960862182,2.10421954157,1000,2799,713.231,1675.1,11.1711,-1448.3,24.651975956046954,0.0,2837,712.508,-2993.79962679,-0.297960862182,713.231,16.71624974394217,-1448.99,0.0,0.0,1276.98,-1448.3,-0.297960862182,6.700938641559333,-161.767871771,1000.0,-3027.40744637,1000,129058.71296445117,-3027.40744637
1000000,2801000,-3068.67103537,-0.163352113303,4.59609616103,1000,2800,743.037,283.491,11.6759,-1484.33,22.707456330768764,0.0,2838,737.322,-2917.41190013,-0.163352113303,743.037,16.71738327201456,-1481.69,0.0,0.0,255.429,-1484.33,-0.163352113303,5.373406658414751,-161.767871771,1000.0,-3068.67103537,1000,129103.52145285928,-3068.67103537
1000000,2802000,-4435.64041443,-0.107378621461,8.45972998756,1000,2801,790.358,277.329,11.4489,-1453.39,24.06114554591477,0.0,2840,801.232,-763.311809156,-0.107378621461,790.358,16.756432520924136,-1453.99,0.0,0.0,266.799,-1453.39,-0.107378621461,6.280872822273523,-161.767871771,1000.0,-4435.64041443,1000,129150.59582765936,-4435.64041443
1000000,2803000,-2881.72244508,-0.136400519194,4.50601819917,1000,2802,570.658,180.523,10.1151,-1528.91,20.84842870431021,0.0,2841,568.932,-4423.90998063,-0.136400519194,570.658,16.74526313599199,-1529.18,0.0,0.0,174.118,-1528.91,-0.136400519194,4.9678896681871265,-161.767871771,1000.0,-2881.72244508,1000,129193.13959553768,-2881.72244508
1000000,2804000,-3399.29543707,-0.163513505529,4.57501807138,1000,2803,667.12,201.787,9.78727,-1549.17,24.819123766152188,0.0,2842,655.63,-3101.92343849,-0.163513505529,667.12,16.7522542278748,-1554.72,0.0,0.0,213.175,-1549.17,-0.163513505529,6.62379243853502,-161.767871771,1000.0,-3399.29543707,1000,129241.305543344,-3399.29543707
1000000,2805000,-976.208216805,-0.091750386914,0.99841535923,926,2804,738.378,189.764,9.48877,-1528.79,22.59634582651779,0.0,2843,740.478,-440.458698308,-0.091750386914,738.378,16.740286859916523,-1538.11,0.0,0.0,217.231,-1528.79,-0.091750386914,5.7027290388941765,-161.767871771,926.0,-976.208216805,926,129285.10430657375,-976.208216805
1000000,2806000,-2942.88018304,-0.130768614062,4.42322679354,1000,2805,668.345,301.502,10.9217,-1517.25,25.88945421623066,0.0,2844,671.685,-2463.38993169,-0.130768614062,668.345,15.524132104823366,-1518.34,0.0,0.0,213.309,-1517.25,-0.130768614062,6.921145003056154,-161.767871771,1000.0,-2942.88018304,1000,129334.63792939507,-2942.88018304
1000000,2807000,-867.634280597,-0.0300216921177,0.997500736474,949,2806,697.617,810.85,11.9507,-1533.19,22.998875397024676,0.0,2845,704.573,-2890.09831043,-0.0300216921177,697.617,16.74642693507485,-1534.49,0.0,0.0,751.513,-1533.19,-0.0300216921177,5.5473463262896985,-161.767871771,949.0,-867.634280597,949,129379.06403413857,-867.634280597
1000000,2808000,-4424.43527531,-0.148847645584,8.49962216909,1000,2807,673.761,3243.63,9.89627,-1512.9,24.19499678327702,0.0,2846,681.459,-3424.0562429,-0.148847645584,673.761,15.906762230908498,-1518.72,0.0,0.0,2647.01,-1512.9,-0.148847645584,6.315717215649784,-161.767871771,1000.0,-4424.43527531,1000,129426.30066623981,-4424.43527531
1000000,2809000,-4440.69497393,-0.160568716205,8.51226400646,1000,2808,665.926,337.679,10.6217,-1479.55,20.815779419615865,0.0,2847,668.348,-3460.96198033,-0.160568716205,665.926,16.744860747130588,-1483.61,0.0,0.0,566.151,-1479.55,-0.160568716205,5.247210225323215,-161.767871771,1000.0,-4440.69497393,1000,129469.12260649167,-4440.69497393
1000000,2810000,-2541.4638463,-0.0960977954127,2.76447322157,1000,2809,617.199,239.716,9.19973,-1528.48,24.581220243358985,0.0,2848,610.487,-4465.58854479,-0.0960977954127,617.199,16.78294978593476,-1539.62,0.0,0.0,269.554,-1528.48,-0.0960977954127,6.397331464104354,-161.767871771,1000.0,-2541.4638463,1000,129516.81996801496,-2541.4638463
1000000,2811000,-2910.32706712,-0.141312868416,4.43000960881,1000,2810,870.305,2614.81,11.746,-1487.57,21.608168421313167,0.0,2849,874.547,-2544.70884098,-0.141312868416,870.305,16.736834064126015,-1488.0,0.0,0.0,2691.28,-1487.57,-0.141312868416,5.333210167940706,-161.767871771,1000.0,-2910.32706712,1000,129560.46649865853,-2910.32706712
1000000,2812000,-2881.07433572,-0.108193284855,3.60885219298,1000,2811,833.625,475.603,12.4229,-1509.7,24.730114674428478,0.0,2850,838.312,-4423.67531699,-0.108193284855,833.625,16.72983569186181,-1518.04,0.0,0.0,600.044,-1509.7,-0.108193284855,6.712096005212516,-161.767871771,1000.0,-2881.07433572,1000,129608.591255849,-2881.07433572
1000000,2813000,-3036.61309831,-0.125218471459,4.47453424172,1000,2812,575.3,190.584,9.69841,-1591.48,21.45154845295474,0.0,2851,577.581,-3048.45327291,-0.125218471459,575.3,16.703415085095912,-1593.91,0.0,0.0,194.516,-1591.48,-0.125218471459,5.094836571486667,-161.767871771,1000.0,-3036.61309831,1000,129651.88542605145,-3036.61309831
1000000,2814000,-2653.21933794,-0.112804446062,2.2695254472,1000,2813,822.845,297.753,11.983,-1448.06,23.31252212356776,0.0,2852,821.185,-476.063088443,-0.112804446062,822.845,16.77312976308167,-1444.89,0.0,0.0,515.175,-1448.06,-0.112804446062,6.119186784606427,-161.767871771,1000.0,-2653.21933794,1000,129698.05309723644,-2653.21933794
1000000,2815000,-2973.53562887,-0.147177043644,4.50781435118,1000,2814,717.093,403.061,10.083,-1570.15,19.24333277414553,0.0,2853,713.514,-1268.84586321,-0.147177043644,717.093,16.754915562923998,-1576.7,0.0,0.0,331.855,-1570.15,-0.147177043644,4.452783752465621,-161.767871771,1000.0,-2973.53562887,1000,129738.54209212307,-2973.53562887
1000000,2816000,-3011.86047478,-0.130245588652,2.55779063884,1000,2815,559.341,801.982,9.36368,-1501.91,23.71876427414827,0.0,2854,559.374,-3370.67720625,-0.130245588652,559.341,16.81615631398745,-1506.78,0.0,0.0,906.974,-1501.91,-0.130245588652,6.129189668688923,-161.767871771,1000.0,-3011.86047478,1000,129785.19740287424,-3011.86047478
1000000,2817000,-782.72886879,-0.214514475107,0.996056012677,900,2816,929.757,340.288,11.729,-1388.47,20.376318637048826,0.0,2855,934.51,-4398.98233427,-0.214514475107,929.757,16.82779674511403,-1400.61,0.0,0.0,344.56,-1388.47,-0.214514475107,4.7869452170562,-161.767871771,900.0,-782.72886879,900,129825.45928994752,-782.72886879
1000000,2818000,-981.677082037,0.189401750087,0.996435825922,908,2817,674.2,784.559,10.4756,-1565.92,25.241095616016537,0.0,2856,666.904,-2625.997504,0.189401750087,674.2,15.126107816118747,-1571.51,0.0,0.0,635.841,-1565.92,0.189401750087,6.815417715581134,-161.767871771,908.0,-981.677082037,908,129872.68660041667,-981.677082037
1000000,2819000,-2871.12141389,-0.132601320485,4.52307672998,1000,2818,534.652,1124.24,10.0184,-1574.55,21.82813078351319,0.0,2857,540.353,-4430.49290639,-0.132601320485,534.652,15.194504473125562,-1579.37,0.0,0.0,711.527,-1574.55,-0.132601320485,5.388076989678666,-161.767871771,1000.0,-2871.12141389,1000,129916.60129610985,-2871.12141389
1000000,2820000,-4165.18108904,-0.257014292746,8.64903711465,1000,2819,736.638,285.064,11.0624,-1524.62,25.075150161981583,0.0,2858,737.012,-3740.34893218,-0.257014292746,736.638,16.72100651799701,-1514.23,0.0,0.0,148.045,-1524.62,-0.257014292746,6.580909302923828,-161.767871771,1000.0,-4165.18108904,1000,129964.99838256254,-4165.18108904
1000000,2821000,-4344.89991401,-0.125233086578,8.42110112004,1000,2820,743.542,734.598,11.4311,-1441.63,20.339174556545913,0.0,2859,731.646,-2385.59585609,-0.125233086578,743.542,16.77332850312814,-1450.88,0.0,0.0,986.116,-1441.63,-0.125233086578,5.005218758247793,-161.767871771,1000.0,-4344.89991401,1000,130007.16323328484,-4344.89991401
1000000,2822000,-4510.73147,-0.133871272395,8.44174323049,1000,2821,677.147,423.175,10.8387,-1537.54,23.883502578129992,0.0,2860,672.34,-732.174433193,-0.133871272395,677.147,16.84624287695624,-1528.82,0.0,0.0,433.428,-1537.54,-0.133871272395,6.0828548069112,-161.767871771,1000.0,-4510.73147,1000,130053.86119810143,-4510.73147
1000000,2823000,-4432.48525483,-0.107558822358,8.54999584111,1000,2822,828.822,422.252,10.8213,-1486.13,20.73993104766123,0.0,2861,824.947,-2471.84624687,-0.107558822358,828.822,16.753951016115025,-1485.92,0.0,0.0,581.703,-1486.13,-0.107558822358,5.054571462329477,-161.767871771,1000.0,-4432.48525483,1000,130096.39551189449,-4432.48525483
1000000,2824000,-3029.74904898,-0.155985324201,4.47896003234,1000,2823,781.694,171.795,11.6003,-1468.02,23.79641807754524,0.0,2862,785.235,-388.349000515,-0.155985324201,781.694,16.763602416962385,-1450.53,0.0,0.0,236.606,-1468.02,-0.155985324201,6.299779667519033,-161.767871771,1000.0,-3029.74904898,1000,130143.59827600908,-3029.74904898
1000000,2825000,-3139.18183596,-0.044383048894,5.29549940362,1000,2824,807.765,442.667,13.0441,-1490.9,22.507918735733256,0.0,2864,807.133,-575.561911385,-0.044383048894,807.765,17.123895726865157,-1489.36,0.0,0.0,387.345,-1490.9,-0.044383048894,5.516478392295539,-161.767871771,1000.0,-3139.18183596,1000,130188.32481191703,-3139.18183596
1000000,2826000,-3827.4440242,0.299558619128,5.39364473518,1000,2825,727.947,606.969,11.6307,-1474.49,25.307469767984003,0.0,2865,737.521,-1179.16920672,0.299558619128,727.947,16.727952904067934,-1476.96,0.0,0.0,366.843,-1474.49,0.299558619128,6.670773744350299,-161.767871771,1000.0,-3827.4440242,1000,130237.00167324231,-3827.4440242
1000000,2827000,-2930.29008122,-0.14424982508,4.50514246705,1000,2826,823.326,211.422,12.7158,-1507.02,21.184388383524492,0.0,2866,828.876,-1008.22211789,-0.14424982508,823.326,16.724288302008063,-1501.68,0.0,0.0,354.496,-1507.02,-0.14424982508,5.31468342198059,-161.767871771,1000.0,-2930.29008122,1000,130280.19604715728,-2930.29008122
1000000,2828000,-778.828186341,-0.343327918569,0.996033256855,899,2827,519.487,335.909,10.1288,-1583.11,23.57133176526986,0.0,2867,519.032,-2285.28135314,-0.343327918569,519.487,16.716254408936948,-1577.99,0.0,0.0,313.845,-1583.11,-0.343327918569,6.14451664336957,-161.767871771,899.0,-778.828186341,899,130325.01970259589,-778.828186341
1000000,2829000,-3664.37013212,0.0278634110571,5.4435292845,1000,2828,626.047,161.611,9.59371,-1588.41,21.5169133648742,0.0,2868,626.662,-2242.62081522,0.0278634110571,626.047,15.13058609305881,-1579.93,0.0,0.0,152.211,-1588.41,0.0278634110571,5.555906597990543,-161.767871771,1000.0,-3664.37013212,1000,130368.80634969193,-3664.37013212
1000000,2830000,-571.240726858,0.326594995295,0.990741234609,846,2829,864.134,847.607,11.7748,-1443.2,23.58610808639787,0.0,2869,868.711,-4395.3192057,0.326594995295,864.134,16.73055974021554,-1454.02,0.0,0.0,876.024,-1443.2,0.326594995295,6.292927504982799,-161.767871771,846.0,-571.240726858,846,130412.82807023963,-571.240726858
1000000,2831000,-1148.53480131,0.1139628714,0.996309689792,928,2830,823.075,153.247,10.8875,-1538.26,23.18210956500843,0.0,2870,824.443,-2975.20352539,0.1139628714,823.075,14.164437553845346,-1537.56,0.0,0.0,213.663,-1538.26,0.1139628714,6.236414042534307,-161.767871771,928.0,-1148.53480131,928,130457.73954711971,-1148.53480131
1000000,2832000,-3204.18529962,-0.128111962302,4.41452664376,1000,2831,775.004,208.432,10.7113,-1519.75,25.388026606757194,0.0,2871,767.628,-4429.91859447,-0.128111962302,775.004,15.517380880890414,-1528.86,0.0,0.0,195.108,-1519.75,-0.128111962302,6.848096827510744,-161.767871771,1000.0,-3204.18529962,1000,130506.69095153268,-3204.18529962
1000000,2833000,-4444.58483636,-0.124655525664,8.50748284678,1000,2832,992.63,732.984,14.0188,-1383.13,25.09390858351253,0.0,2872,990.305,-2838.43119686,-0.124655525664,992.63,16.736167874885723,-1384.52,0.0,0.0,1091.8,-1383.13,-0.124655525664,6.579010012093931,-161.767871771,1000.0,-4444.58483636,1000,130555.08638170199,-4444.58483636
1000000,2834000,-2246.79964904,-0.252162317655,1.88045598596,1000,2833,541.494,296.067,9.4325,-1574.23,24.688757214462385,0.0,2873,534.77,-3089.86526677,-0.252162317655,541.494,16.75153640192002,-1583.82,0.0,0.0,216.779,-1574.23,-0.252162317655,6.677673112601042,-161.767871771,1000.0,-2246.79964904,1000,130603.21890669852,-2246.79964904
1000000,2835000,-801.951332999,-0.101032054302,0.991203807923,881,2834,776.01,550.384,12.1099,-1502.56,23.64624549029395,0.0,2874,780.297,-882.336306106,-0.101032054302,776.01,16.78814551490359,-1504.43,0.0,0.0,578.019,-1502.56,-0.101032054302,5.7761555798351765,-161.767871771,881.0,-801.951332999,881,130647.36737313145,-801.951332999
1000000,2836000,-2900.06962615,-0.143629696728,4.4772834449,1000,2835,769.596,800.714,11.7833,-1484.53,24.233852746430784,0.0,2875,761.383,-2736.93753352,-0.143629696728,769.596,14.752432384062558,-1477.21,0.0,0.0,649.104,-1484.53,-0.143629696728,6.271795229054987,-161.767871771,1000.0,-2900.06962615,1000,130694.58676771633,-2900.06962615
1000000,2837000,-3696.25757267,-0.117511703324,5.70401550395,1000,2836,718.849,812.652,11.7291,-1483.77,25.360706196865067,0.0,2876,710.161,-4402.60602776,-0.117511703324,718.849,16.739380607847124,-1487.3,0.0,0.0,1060.79,-1483.77,-0.117511703324,6.9896160694770515,-161.767871771,1000.0,-3696.25757267,1000,130743.642166598,-3696.25757267
1000000,2838000,-1120.23520846,-0.106652084788,0.98920069085,892,2837,837.53,414.748,11.5627,-1488.91,24.980464252876118,0.0,2877,825.213,-3541.44024696,-0.106652084788,837.53,16.73090294492431,-1490.73,0.0,0.0,553.937,-1488.91,-0.106652084788,6.583139683585614,-161.767871771,892.0,-1120.23520846,892,130790.09580451064,-1120.23520846
1000000,2839000,-4420.69470936,-0.133021094849,8.49724432738,1000,2838,711.623,381.638,11.4679,-1520.15,24.214810534147546,0.0,2878,708.858,-534.132865075,-0.133021094849,711.623,14.911805739859119,-1527.2,0.0,0.0,510.384,-1520.15,-0.133021094849,6.353082349291071,-161.767871771,1000.0,-4420.69470936,1000,130837.36203621398,-4420.69470936
1000000,2840000,-354.32392849,-0.0547673865204,0.988205286344,726,2839,761.608,320.052,11.4691,-1463.78,23.96061886008829,0.0,2879,758.427,-3101.77352985,-0.0547673865204,761.608,16.72650684695691,-1469.97,0.0,0.0,336.76,-1463.78,-0.0547673865204,6.3857866721227765,-161.767871771,726.0,-354.32392849,726,130879.85459847446,-354.32392849
1000000,2841000,-2687.48713439,0.192479525436,1.42029494447,1000,2840,577.563,223.476,11.0106,-1557.98,23.39177933940664,0.0,2880,577.658,-4435.78653468,0.192479525436,577.563,12.17584423115477,-1560.51,0.0,0.0,224.606,-1557.98,0.192479525436,6.120580338872969,-161.767871771,1000.0,-2687.48713439,1000,130926.10165817803,-2687.48713439
1000000,2842000,-962.279971812,-0.0872931495321,0.985035481652,966,2841,628.031,258.862,10.934,-1506.1,21.94772965228185,0.0,2881,626.996,-2951.09456582,-0.0872931495321,628.031,16.749144004890695,-1508.64,0.0,0.0,294.653,-1506.1,-0.0872931495321,5.6932802884839475,-161.767871771,966.0,-962.279971812,966,130969.87680178764,-962.279971812
1000000,2843000,-3210.23764918,-0.151361810353,4.45673613721,1000,2842,884.217,508.876,12.6737,-1455.42,23.883202161174268,0.0,2882,877.166,-2416.78872886,-0.151361810353,884.217,16.156559200957417,-1452.42,0.0,0.0,447.376,-1455.42,-0.151361810353,6.31695752334781,-161.767871771,1000.0,-3210.23764918,1000,131016.77853039582,-3210.23764918
1000000,2844000,-2013.66993827,-0.191668527429,1.85383351303,1000,2843,619.998,6215.69,11.1239,-1508.41,23.426747704157606,0.0,2883,616.058,-2858.62883672,-0.191668527429,619.998,16.714806356932968,-1516.64,0.0,0.0,7179.67,-1508.41,-0.191668527429,5.902369321323931,-161.767871771,1000.0,-2013.66993827,1000,131062.82641125633,-2013.66993827
1000000,2845000,-3032.41885514,-0.125215948286,4.43706773384,1000,2844,783.529,484.76,10.9475,-1450.79,25.422194035956636,0.0,2884,769.766,-3021.00880711,-0.125215948286,783.529,16.739632769022137,-1459.87,0.0,0.0,431.21,-1450.79,-0.125215948286,6.796429132344201,-161.767871771,1000.0,-3032.41885514,1000,131111.7620957964,-3032.41885514
1000000,2846000,-570.905754311,-0.109631155804,0.995780149125,814,2845,629.635,303.738,11.7744,-1560.99,23.330388736445457,0.0,2885,627.874,-815.171092514,-0.109631155804,629.635,16.74296984099783,-1562.39,0.0,0.0,342.068,-1560.99,-0.109631155804,5.691265592351556,-161.767871771,814.0,-570.905754311,814,131154.38978081546,-570.905754311
