pool-size,total-samples,return-average,AverageForwardProgress,MeanDistfromGoal,episode-length-min,epoch,qf1-std,mean-sq-bellman-error2,mean-qf-diff,qf1-avg,time-train,return-std,episodes,vf-std,last-path-return,MaxForwardProgress,qf2-std,time-eval,vf-avg,StdForwardProgress,episode-length-std,mean-sq-bellman-error1,qf2-avg,MinForwardProgress,time-sample,max-path-return,episode-length-avg,return-min,episode-length-max,time-total,return-max
74000,74000,-4403.19225807,-0.213163190332,8.5782020766,1000,73,291.483,32.6159,4.09471,-2263.39,27.874721593922004,0.0,74,291.304,-4466.04581216,-0.213163190332,291.483,16.6915272641927,-2262.8,0.0,0.0,34.0737,-2263.39,-0.213163190332,7.3737133799586445,-3701.28328687,1000.0,-4403.19225807,1000,3729.722620554967,-4403.19225807
75000,75000,-4413.55532297,-0.14108338708,8.46153606364,1000,74,265.18,41.6721,4.01338,-2241.59,27.07736660912633,0.0,75,266.238,-4388.12410877,-0.14108338708,265.18,16.688350098906085,-2234.02,0.0,0.0,37.1328,-2241.59,-0.14108338708,7.064970974577591,-3701.28328687,1000.0,-4413.55532297,1000,3780.570140097523,-4413.55532297
76000,76000,-4408.21846378,-0.170892680104,8.50870010829,1000,75,340.128,31.893,4.36697,-2254.99,27.617120777722448,0.0,76,341.293,-3764.42252048,-0.170892680104,340.128,16.716586265945807,-2252.04,0.0,0.0,31.1305,-2254.99,-0.170892680104,7.557936531491578,-3701.28328687,1000.0,-4408.21846378,1000,3832.4686632168014,-4408.21846378
77000,77000,-4353.82944982,-0.169256738441,8.54357449474,1000,76,282.631,57.9414,3.86386,-2256.48,27.278942483011633,0.0,77,284.534,-4494.86902473,-0.169256738441,282.631,16.715226768981665,-2255.78,0.0,0.0,56.6357,-2256.48,-0.169256738441,7.513078077696264,-3701.28328687,1000.0,-4353.82944982,1000,3883.9497367606964,-4353.82944982
78000,78000,-4393.11105699,0.0607240546103,8.7195841406,1000,77,277.78,45.8531,4.37142,-2235.39,26.132333165965974,0.0,78,278.362,-3654.74464994,0.0607240546103,277.78,16.69274177099578,-2231.6,0.0,0.0,42.1102,-2235.39,0.0607240546103,7.359507865039632,-3654.74464994,1000.0,-4393.11105699,1000,3934.115197901614,-4393.11105699
79000,79000,-4406.41703567,-0.193269778746,8.64682343217,1000,78,280.546,34.6174,4.33158,-2256.22,21.42939023161307,0.0,79,280.601,-4474.27190452,-0.193269778746,280.546,16.669910728000104,-2252.43,0.0,0.0,34.1982,-2256.22,-0.193269778746,5.418762814486399,-3654.74464994,1000.0,-4406.41703567,1000,3977.6336626780685,-4406.41703567
80000,80000,-4343.30550087,-0.191252841447,8.35450558713,1000,79,309.289,61.5871,4.5837,-2250.15,22.691507703857496,0.0,80,309.69,-3189.01252893,-0.191252841447,309.289,16.679063464980572,-2247.95,0.0,0.0,67.4633,-2250.15,-0.191252841447,5.707873964682221,-3189.01252893,1000.0,-4343.30550087,1000,4022.7156325555407,-4343.30550087
81000,81000,-4316.37304608,-0.14178789236,8.43936945503,1000,80,263.619,67.7084,4.34225,-2234.17,20.577562312595546,0.0,81,265.605,-4446.47189634,-0.14178789236,263.619,16.68425903492607,-2228.44,0.0,0.0,72.1406,-2234.17,-0.14178789236,5.02299791527912,-3189.01252893,1000.0,-4316.37304608,1000,4064.9889737798367,-4316.37304608
82000,82000,-3909.45545181,0.268402539205,6.5601446985,1000,81,348.325,35.3857,4.14326,-2256.1,22.616441660095006,0.0,82,349.261,-4388.08438996,0.268402539205,348.325,16.67742440989241,-2250.99,0.0,0.0,36.6435,-2256.1,0.268402539205,5.801053415285423,-3189.01252893,1000.0,-3909.45545181,1000,4110.090056615882,-3909.45545181
83000,83000,-3563.93467428,-0.197129846408,5.71283738736,1000,82,272.77,42.592,4.26891,-2236.69,19.76238741632551,0.0,83,273.269,-4367.04569916,-0.197129846408,272.77,16.672259622020647,-2231.85,0.0,0.0,41.6121,-2236.69,-0.197129846408,4.720183227909729,-3189.01252893,1000.0,-3563.93467428,1000,4151.230591869215,-3563.93467428
84000,84000,-4545.79568909,-0.199726974798,8.71583652347,1000,83,368.438,37.4757,4.3123,-2283.0,22.5251565980725,0.0,84,370.359,-2855.45584166,-0.199726974798,368.438,16.665934012038633,-2278.45,0.0,0.0,39.3963,-2283.0,-0.199726974798,5.7922324885148555,-2855.45584166,1000.0,-4545.79568909,1000,4196.214192409068,-4545.79568909
85000,85000,-4353.45510645,-0.167075370314,8.39682561991,1000,84,366.574,80.508,3.93604,-2268.74,19.403027078835294,0.0,85,369.161,-4255.51489807,-0.167075370314,366.574,16.675733621930704,-2266.01,0.0,0.0,81.6328,-2268.74,-0.167075370314,4.511763319605961,-2855.45584166,1000.0,-4353.45510645,1000,4236.811839926289,-4353.45510645
86000,86000,-4577.33416149,-0.0876915038127,8.9728229293,1000,85,291.463,77.8049,4.50059,-2220.5,22.600202418863773,0.0,86,292.891,-3343.57535752,-0.0876915038127,291.463,16.672685372876003,-2216.96,0.0,0.0,64.7506,-2220.5,-0.0876915038127,5.929275645408779,-2855.45584166,1000.0,-4577.33416149,1000,4282.014315241249,-4577.33416149
87000,87000,-2962.2240363,-0.130315998032,4.47156807215,1000,86,372.763,57.6284,4.83529,-2249.02,19.75886421580799,0.0,87,372.748,-4395.58861573,-0.130315998032,372.763,16.671973368851468,-2248.73,0.0,0.0,53.5919,-2249.02,-0.130315998032,4.662857315968722,-2855.45584166,1000.0,-2962.2240363,1000,4323.1045945046935,-2962.2240363
88000,88000,-4386.31510351,-0.0614996797679,8.49025552436,1000,87,262.064,65.1855,4.43173,-2212.57,22.653731771511957,0.0,88,262.484,-4322.78817563,-0.0614996797679,262.064,16.67139066196978,-2204.81,0.0,0.0,61.2088,-2212.57,-0.0614996797679,5.728143090149388,-2855.45584166,1000.0,-4386.31510351,1000,4368.156010564417,-4386.31510351
89000,89000,-3521.133182,0.0193064570053,5.63913928833,1000,88,326.059,48.6946,4.70989,-2256.18,20.270270365756005,0.0,89,324.42,-4383.88787145,0.0193064570053,326.059,16.670554383890703,-2257.79,0.0,0.0,46.4043,-2256.18,0.0193064570053,5.079290678258985,-2855.45584166,1000.0,-3521.133182,1000,4410.182017405285,-3521.133182
90000,90000,-4465.24143912,-0.0877633283344,8.41584600895,1000,89,333.22,59.8382,5.03233,-2228.65,22.679348503472283,0.0,90,332.685,-4495.90148596,-0.0877633283344,333.22,16.67588094691746,-2223.4,0.0,0.0,58.6315,-2228.65,-0.0877633283344,5.760835909750313,-2855.45584166,1000.0,-4465.24143912,1000,4455.297957604518,-4465.24143912
91000,91000,-3359.43405496,0.0761693255942,5.62373451774,1000,90,307.238,59.258,5.07395,-2239.2,21.329844150692225,0.0,91,309.484,-4385.01029189,0.0761693255942,307.238,16.67772682197392,-2233.34,0.0,0.0,64.4457,-2239.2,0.0761693255942,5.246949155349284,-2855.45584166,1000.0,-3359.43405496,1000,4498.550426945556,-3359.43405496
92000,92000,-2390.06789972,-0.251772867047,2.08888235174,1000,91,303.05,48.1342,5.0185,-2196.36,22.48849191283807,0.0,92,303.666,-4347.51830943,-0.251772867047,303.05,16.677732459036633,-2193.07,0.0,0.0,50.2173,-2196.36,-0.251772867047,5.8480437060352415,-2855.45584166,1000.0,-2390.06789972,1000,4543.554172493285,-2390.06789972
93000,93000,-4446.64528944,-0.121146889191,8.40128108325,1000,92,326.153,80.9882,5.16479,-2236.62,22.113853302085772,0.0,93,327.368,-2959.00005855,-0.121146889191,326.153,16.669138121884316,-2232.92,0.0,0.0,83.8654,-2236.62,-0.121146889191,5.558858785545453,-2855.45584166,1000.0,-4446.64528944,1000,4587.896545585245,-4446.64528944
94000,94000,-4423.6631056,-0.207256411441,8.34305935833,1000,93,288.046,54.2629,4.73037,-2211.33,22.269991478184238,0.0,94,287.091,-4330.88297935,-0.207256411441,288.046,16.669445309089497,-2204.46,0.0,0.0,50.5303,-2211.33,-0.207256411441,5.697256139945239,-2855.45584166,1000.0,-4423.6631056,1000,4632.53335326747,-4423.6631056
95000,95000,-4420.96571641,-0.162860512309,9.19470904241,1000,94,290.881,55.0955,5.07894,-2171.91,22.798713287105784,0.0,95,292.591,-4339.60867099,-0.162860512309,290.881,16.680008755996823,-2170.24,0.0,0.0,51.5796,-2171.91,-0.162860512309,5.66116754617542,-2855.45584166,1000.0,-4420.96571641,1000,4677.676596923731,-4420.96571641
96000,96000,-4488.7826326,-0.143514633321,8.38976763942,1000,95,303.246,69.382,5.50945,-2214.62,21.40142157091759,0.0,96,302.989,-4405.58200977,-0.143514633321,303.246,16.679974758066237,-2213.48,0.0,0.0,73.2068,-2214.62,-0.143514633321,5.356584090972319,-2855.45584166,1000.0,-4488.7826326,1000,4721.1020832725335,-4488.7826326
97000,97000,-4445.59035882,-0.149764705736,8.45330612978,1000,96,275.894,42.0926,4.92109,-2184.24,22.634353786008433,0.0,97,275.018,-4344.07365504,-0.149764705736,275.894,16.667270252946764,-2178.33,0.0,0.0,53.0177,-2184.24,-0.149764705736,5.656028779922053,-2855.45584166,1000.0,-4445.59035882,1000,4766.068734203232,-4445.59035882
98000,98000,-4366.39420198,0.0464907725803,8.75029683312,1000,97,266.74,47.4545,4.9119,-2184.24,20.36956382333301,0.0,98,266.098,-4377.70027401,0.0464907725803,266.74,16.677174795186147,-2179.34,0.0,0.0,50.4081,-2184.24,0.0464907725803,5.027947088005021,-2855.45584166,1000.0,-4366.39420198,1000,4808.141522219637,-4366.39420198
99000,99000,-3281.98505508,0.174699783428,5.59564542979,1000,98,277.769,65.0983,4.90093,-2198.59,22.629768444458023,0.0,99,279.775,-3518.67476417,0.174699783428,277.769,16.680590932955965,-2202.96,0.0,0.0,60.7461,-2198.59,0.174699783428,5.711491582216695,-2855.45584166,1000.0,-3281.98505508,1000,4853.160853403388,-3281.98505508
100000,100000,-4435.02670127,0.0116319133562,8.48726864278,1000,99,271.349,50.8086,5.62032,-2203.47,19.93819311563857,0.0,100,272.173,-4343.7113905,0.0116319133562,271.349,16.680732228094712,-2209.3,0.0,0.0,52.0384,-2203.47,0.0116319133562,4.838975657243282,-2855.45584166,1000.0,-4435.02670127,1000,4894.618420655141,-4435.02670127
101000,101000,-3107.08368399,0.133257265799,4.73240803638,1000,100,248.776,50.7069,5.76573,-2184.33,22.48523503425531,0.0,101,247.304,-3716.5864247,0.133257265799,248.776,16.679080866044387,-2185.92,0.0,0.0,52.3663,-2184.33,0.133257265799,5.883298323256895,-2855.45584166,1000.0,-3107.08368399,1000,4939.661113754846,-3107.08368399
102000,102000,-2229.85420584,-0.105549166128,1.89679569282,1000,101,283.438,79.3702,5.40751,-2183.69,18.77983430842869,0.0,102,285.387,-4357.50331979,-0.105549166128,283.438,16.674607280176133,-2185.39,0.0,0.0,79.8968,-2183.69,-0.105549166128,4.285401008091867,-2855.45584166,1000.0,-2229.85420584,1000,4979.399240531959,-2229.85420584
103000,103000,-4382.97839765,-0.148020457364,8.41063565917,1000,102,231.6,71.9635,5.38789,-2205.25,22.670736868167296,0.0,103,232.084,-2895.69326469,-0.148020457364,231.6,16.680536701111123,-2200.3,0.0,0.0,67.5576,-2205.25,-0.148020457364,5.696228957967833,-2855.45584166,1000.0,-4382.97839765,1000,5024.450627204264,-4382.97839765
104000,104000,-3542.29262623,-0.290436865045,5.75936882086,1000,103,248.136,89.9202,5.85527,-2189.6,19.368759603705257,0.0,104,248.182,-2907.29206417,-0.290436865045,248.136,16.680333039024845,-2190.23,0.0,0.0,82.2376,-2189.6,-0.290436865045,4.560389562975615,-2855.45584166,1000.0,-3542.29262623,1000,5065.056505395798,-3542.29262623
105000,105000,-2930.93115784,-0.137689080556,4.34167560064,1000,104,246.803,578.592,5.55709,-2186.51,22.63022196199745,0.0,105,247.885,-4362.288519,-0.137689080556,246.803,16.68067457503639,-2181.26,0.0,0.0,568.76,-2186.51,-0.137689080556,5.692950998200104,-2855.45584166,1000.0,-2930.93115784,1000,5110.059821716044,-2930.93115784
106000,106000,-3254.68741151,-0.0723487025329,5.82821022605,1000,105,235.849,57.5482,5.35086,-2167.13,20.650832484243438,0.0,106,235.282,-4443.17267808,-0.0723487025329,235.849,16.677624225849286,-2166.64,0.0,0.0,46.9404,-2167.13,-0.0723487025329,5.0043449124787,-2855.45584166,1000.0,-3254.68741151,1000,5152.397651709616,-3254.68741151
107000,107000,-3382.42414394,-0.074141771336,5.6481446419,1000,106,236.902,100.011,5.64353,-2177.36,22.651313095586374,0.0,107,238.13,-4597.33766158,-0.074141771336,236.902,16.6859170619864,-2171.77,0.0,0.0,85.4663,-2177.36,-0.074141771336,5.753708549076691,-2855.45584166,1000.0,-3382.42414394,1000,5197.468765844358,-3382.42414394
108000,108000,-4345.16417942,-0.0976866582526,8.48416712287,1000,107,251.382,476.764,5.92615,-2161.42,21.227162044961005,0.0,108,251.0,-2938.28815039,-0.0976866582526,251.382,16.666577456053346,-2159.19,0.0,0.0,528.818,-2161.42,-0.0976866582526,5.343430874869227,-2855.45584166,1000.0,-4345.16417942,1000,5240.705314196646,-4345.16417942
109000,109000,-3405.1951324,-0.142802065977,5.18259903022,1000,108,207.485,69.3847,5.72838,-2169.31,22.62298481212929,0.0,109,206.178,-4371.39233313,-0.142802065977,207.485,16.668412141036242,-2165.19,0.0,0.0,70.5608,-2169.31,-0.142802065977,5.628695602994412,-2855.45584166,1000.0,-3405.1951324,1000,5285.624910168815,-3405.1951324
110000,110000,-4453.2323458,-0.119384647644,8.47977007152,1000,109,239.578,83.5452,5.29222,-2181.32,22.19581771711819,0.0,110,238.85,-3386.78204937,-0.119384647644,239.578,16.667517216177657,-2177.24,0.0,0.0,74.5306,-2181.32,-0.119384647644,5.511983746197075,-2855.45584166,1000.0,-4453.2323458,1000,5330.012902107323,-4453.2323458
111000,111000,-4325.70724099,-0.157940174577,8.6825329356,1000,110,215.589,68.8593,5.6659,-2152.02,22.007551652844995,0.0,111,216.665,-4347.40010594,-0.157940174577,215.589,16.683468488045037,-2145.67,0.0,0.0,66.3795,-2152.02,-0.157940174577,5.501879531424493,-2855.45584166,1000.0,-4325.70724099,1000,5374.198321377626,-4325.70724099
112000,112000,-4274.30461374,-0.236588587239,7.84860346783,1000,111,217.7,78.3396,5.33234,-2178.59,22.715547043597326,0.0,112,217.704,-4368.98280162,-0.236588587239,217.7,16.683245389023796,-2179.2,0.0,0.0,78.547,-2178.59,-0.236588587239,5.671300974208862,-2855.45584166,1000.0,-4274.30461374,1000,5419.269423948601,-4274.30461374
113000,113000,-4378.50115601,-0.280638028101,8.7461536855,1000,112,227.853,65.6619,5.70118,-2144.76,21.005111685255542,0.0,113,227.621,-4426.64658199,-0.280638028101,227.853,16.676341499900445,-2141.1,0.0,0.0,54.4866,-2144.76,-0.280638028101,5.233183934818953,-2855.45584166,1000.0,-4378.50115601,1000,5462.172286321409,-4378.50115601
114000,114000,-4151.09253113,-0.00197170983771,7.67655002664,1000,113,201.004,55.4355,5.776,-2167.0,22.558551786700264,0.0,114,200.382,-4456.81085817,-0.00197170983771,201.004,16.66725901188329,-2164.37,0.0,0.0,50.3205,-2167.0,-0.00197170983771,5.560009306995198,-2855.45584166,1000.0,-4151.09253113,1000,5506.95769879641,-4151.09253113
115000,115000,-2847.01127537,-0.0767645150726,4.45930752314,1000,114,210.826,94.5565,5.74873,-2163.5,20.436426649568602,0.0,115,211.141,-2963.35319277,-0.0767645150726,210.826,16.670302632031962,-2166.76,0.0,0.0,108.763,-2163.5,-0.0767645150726,4.925091185374185,-2855.45584166,1000.0,-2847.01127537,1000,5548.997879020637,-2847.01127537
116000,116000,-4361.65121246,-0.153795306181,8.39092581567,1000,115,205.12,62.3822,4.87544,-2159.34,22.630875200033188,0.0,116,204.09,-3153.770026,-0.153795306181,205.12,16.686104513937607,-2159.49,0.0,0.0,61.331,-2159.34,-0.153795306181,5.549413248663768,-2855.45584166,1000.0,-4361.65121246,1000,5593.850786526222,-4361.65121246
117000,117000,-2978.93416503,-0.227584463787,4.76905645122,1000,116,202.087,90.9973,5.58709,-2163.79,19.592919571325183,0.0,117,201.011,-4386.30139757,-0.227584463787,202.087,16.66951700602658,-2160.26,0.0,0.0,104.376,-2163.79,-0.227584463787,4.664918350288644,-2855.45584166,1000.0,-2978.93416503,1000,5634.780265676556,-2978.93416503
118000,118000,-2946.60022055,-0.148532730079,4.43373930809,1000,117,190.37,53.5134,5.26093,-2156.76,22.676997715141624,0.0,118,189.434,-3017.6651569,-0.148532730079,190.37,16.67444114293903,-2149.28,0.0,0.0,52.7047,-2156.76,-0.148532730079,5.696728633483872,-2855.45584166,1000.0,-2946.60022055,1000,5679.8289455759805,-2946.60022055
119000,119000,-4373.21204075,-0.17342541511,8.50226475154,1000,118,199.861,58.8596,5.01823,-2159.03,19.648935207165778,0.0,119,198.634,-3201.36756922,-0.17342541511,199.861,16.675104768946767,-2160.52,0.0,0.0,48.3127,-2159.03,-0.17342541511,4.6752848625183105,-2855.45584166,1000.0,-4373.21204075,1000,5720.8228270269465,-4373.21204075
120000,120000,-3485.64463782,-0.111749337336,5.64957108376,1000,119,207.959,67.4329,5.83295,-2135.26,22.6385773725342,0.0,120,207.34,-3233.29273907,-0.111749337336,207.959,16.67254099296406,-2128.05,0.0,0.0,71.8992,-2135.26,-0.111749337336,5.674251514021307,-2855.45584166,1000.0,-3485.64463782,1000,5765.807710101362,-3485.64463782
121000,121000,-2133.02253294,-0.196223744514,1.68508917359,1000,120,207.456,65.2685,5.23895,-2146.29,18.92332021915354,0.0,121,205.815,-3420.24498201,-0.196223744514,207.456,16.672129538841546,-2144.79,0.0,0.0,61.8851,-2146.29,-0.196223744514,4.530383822042495,-2855.45584166,1000.0,-2133.02253294,1000,5805.93409966724,-2133.02253294
122000,122000,-4400.73078996,-0.18934474626,8.37922749665,1000,121,216.057,110.696,5.47658,-2123.87,22.782106162747368,0.0,122,215.375,-3192.70051724,-0.18934474626,216.057,16.66913096490316,-2125.16,0.0,0.0,115.117,-2123.87,-0.18934474626,5.612523491494358,-2855.45584166,1000.0,-4400.73078996,1000,5851.006552301347,-4400.73078996
123000,123000,-3323.09053245,-0.187119124716,4.58756502718,1000,122,208.326,118.51,5.77271,-2118.87,20.238331083906814,0.0,123,206.793,-4402.22810707,-0.187119124716,208.326,16.683897617971525,-2122.31,0.0,0.0,100.955,-2118.87,-0.187119124716,4.899560807738453,-2855.45584166,1000.0,-3323.09053245,1000,5892.828213442117,-3323.09053245
124000,124000,-4434.03294687,-0.169623091467,8.58882383577,1000,123,218.635,69.0255,5.35294,-2105.62,22.611922174226493,0.0,124,216.704,-4383.20243159,-0.169623091467,218.635,16.68745360383764,-2099.24,0.0,0.0,73.3091,-2105.62,-0.169623091467,5.6943689454346895,-2855.45584166,1000.0,-4434.03294687,1000,5937.812500279397,-4434.03294687
125000,125000,-4452.08943369,-0.133414388578,8.41737519636,1000,124,203.028,156.406,5.50079,-2125.17,21.326829043449834,0.0,125,202.907,-4357.83168112,-0.133414388578,203.028,16.675492444075644,-2118.86,0.0,0.0,153.911,-2125.17,-0.133414388578,5.282970691332594,-2855.45584166,1000.0,-4452.08943369,1000,5981.101038558409,-4452.08943369
126000,126000,-3423.59664303,0.013842353284,5.63811955549,1000,125,201.342,107.704,5.40778,-2125.39,22.60209143301472,0.0,126,199.799,-4419.44057589,0.013842353284,201.342,16.684816000051796,-2129.04,0.0,0.0,108.605,-2125.39,0.013842353284,5.672571837436408,-2855.45584166,1000.0,-3423.59664303,1000,6026.050181075465,-3423.59664303
127000,127000,-4387.66894743,-0.122325710472,8.40837081227,1000,126,201.843,94.5403,5.0956,-2124.11,22.05368944024667,0.0,127,201.241,-4396.38234581,-0.122325710472,201.843,16.677356738131493,-2121.91,0.0,0.0,90.7614,-2124.11,-0.122325710472,5.448350350605324,-2855.45584166,1000.0,-4387.66894743,1000,6070.2336875326,-4387.66894743
128000,128000,-4425.87046883,-0.161055245258,8.55075552646,1000,127,221.104,80.2045,4.78984,-2117.77,22.57012297422625,0.0,128,221.462,-3599.83904544,-0.161055245258,221.104,16.6825501951389,-2115.08,0.0,0.0,84.7977,-2117.77,-0.161055245258,5.536228035576642,-2855.45584166,1000.0,-4425.87046883,1000,6115.021769403946,-4425.87046883
129000,129000,-4434.75121474,-0.144130494806,8.50937472108,1000,128,226.248,95.3586,5.5748,-2088.07,22.557386006461456,0.0,129,224.422,-4436.95469906,-0.144130494806,226.248,16.684383895015344,-2090.18,0.0,0.0,82.5733,-2088.07,-0.144130494806,5.724200742086396,-2855.45584166,1000.0,-4434.75121474,1000,6159.980635804124,-4434.75121474
130000,130000,-3430.02945921,0.0153794989839,5.46760477065,1000,129,237.553,65.5721,4.70684,-2098.65,21.35780712356791,0.0,130,236.704,-3762.25425749,0.0153794989839,237.553,16.682096960023046,-2093.66,0.0,0.0,54.8824,-2098.65,0.0153794989839,5.250185879645869,-2855.45584166,1000.0,-3430.02945921,1000,6203.275454963092,-3430.02945921
131000,131000,-4361.43812498,-0.146550625039,8.49330892881,1000,130,228.419,80.2593,4.46109,-2099.87,22.651234632590786,0.0,131,227.378,-3474.9455311,-0.146550625039,228.419,16.6850538298022,-2104.22,0.0,0.0,76.0906,-2099.87,-0.146550625039,5.736555435229093,-2855.45584166,1000.0,-4361.43812498,1000,6248.336877646623,-4361.43812498
132000,132000,-4476.78877358,-0.171333943279,8.51476434264,1000,131,215.226,51.8417,4.81873,-2106.71,20.71393289230764,0.0,132,213.454,-3197.16999928,-0.171333943279,215.226,16.674996262183413,-2105.35,0.0,0.0,44.3816,-2106.71,-0.171333943279,5.019852601457387,-2855.45584166,1000.0,-4476.78877358,1000,6290.737004111288,-4476.78877358
133000,133000,-3198.04903277,-0.136612759807,4.53043818647,1000,132,228.005,96.9793,4.94582,-2114.9,22.690083153313026,0.0,133,226.492,-4421.59055791,-0.136612759807,228.005,16.675845383200794,-2116.26,0.0,0.0,98.8267,-2114.9,-0.136612759807,5.814277419587597,-2855.45584166,1000.0,-3198.04903277,1000,6335.92437088443,-3198.04903277
134000,134000,-4397.27712268,-0.126133079735,8.43208829854,1000,133,215.699,141.135,4.88149,-2121.25,19.636498077306896,0.0,134,215.257,-3593.34514578,-0.126133079735,215.699,16.67798564210534,-2111.15,0.0,0.0,130.875,-2121.25,-0.126133079735,4.602914127288386,-2855.45584166,1000.0,-4397.27712268,1000,6376.833743293071,-4397.27712268
